                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 4.8482,                 3.8331,                 3.2896,                      0,                      0,                      0,                      0,                      0,                 622.26,                      0,             0.00098429,             0.00098429,             0.00098429
                     18,                 4.6164,                 3.9173,                 3.3114,                      0,                      0,                      0,                      0,                      0,                 622.26,                      0,             0.00098228,             0.00098228,             0.00098228
                     19,                 4.7482,                 3.8178,                  3.315,                      0,                      0,                      0,                      0,                      0,                 622.26,                      0,             0.00098015,             0.00098015,             0.00098015
                     20,                 4.7195,                 3.8113,                 3.3086,                      0,                      0,                      0,                      0,                      0,                 806.44,                      0,              0.0009779,              0.0009779,              0.0009779
                     21,                 4.5998,                 3.7734,                 3.3124,                      0,                      0,                      0,                      0,                      0,                 806.44,                      0,             0.00097553,             0.00097553,             0.00097553
                     22,                 4.5765,                  3.767,                   3.27,                      0,                      0,                      0,                      0,                      0,                 806.44,                      0,             0.00097305,             0.00097305,             0.00097305
                     23,                  4.532,                 3.7558,                 3.3036,                      0,                      0,                      0,                      0,                      0,                 769.86,                      0,             0.00097044,             0.00097044,             0.00097044
                     24,                 4.5582,                 3.6804,                 3.2077,                      0,                      0,                      0,                      0,                      0,                 769.86,                      0,             0.00096773,             0.00096773,             0.00096773
                     25,                  4.394,                 3.6408,                 3.1098,                      0,                      0,                      0,                      0,                      0,                 773.43,                      0,             0.00096489,             0.00096489,             0.00096489
                     26,                 4.5793,                 3.5571,                 3.1444,                      0,                      0,                      0,                      0,                      0,                 773.43,                      0,             0.00096194,             0.00096194,             0.00096194
                     27,                 4.4969,                 3.5276,                 3.0243,                      0,                      0,                      0,                      0,                      0,                 773.43,                      0,             0.00095888,             0.00095888,             0.00095888
                     28,                 4.5264,                 3.6511,                 3.2603,                      0,                      0,                      0,                      0,                      0,                 587.68,                      0,             0.00095571,             0.00095571,             0.00095571
                     29,                 4.6621,                 3.6186,                 3.1983,                      0,                      0,                      0,                      0,                      0,                 587.68,                      0,             0.00095242,             0.00095242,             0.00095242
                     30,                 4.5141,                 3.7027,                  3.282,                      0,                      0,                      0,                      0,                      0,                 587.68,                      0,             0.00094902,             0.00094902,             0.00094902
                     31,                  4.421,                 3.8718,                 3.3261,                      0,                      0,                      0,                      0,                      0,                  378.6,                      0,             0.00094551,             0.00094551,             0.00094551
                     32,                  4.267,                 3.3582,                 3.0647,                      0,                      0,                      0,                      0,                      0,                  378.6,                      0,             0.00094189,             0.00094189,             0.00094189
                     33,                 4.2477,                 3.4979,                 3.0838,                      0,                      0,                      0,                      0,                      0,                  396.8,                      0,             0.00093816,             0.00093816,             0.00093816
                     34,                 4.3313,                 3.5287,                 3.1574,                      0,                      0,                      0,                      0,                      0,                  396.8,                      0,             0.00093432,             0.00093432,             0.00093432
                     35,                 4.2546,                 3.5035,                  3.117,                      0,                      0,                      0,                      0,                      0,                  396.8,                      0,             0.00093038,             0.00093038,             0.00093038
                     36,                 4.1029,                 3.3235,                 3.0137,                      0,                      0,                      0,                      0,                      0,                  482.8,                      0,             0.00092633,             0.00092633,             0.00092633
                     37,                 4.2172,                 3.2216,                   2.98,                      0,                      0,                      0,                      0,                      0,                  482.8,                      0,             0.00092217,             0.00092217,             0.00092217
                     38,                 4.0667,                 3.2929,                 3.0322,                      0,                      0,                      0,                      0,                      0,                  482.8,                      0,             0.00091791,             0.00091791,             0.00091791
                     39,                 4.3551,                  3.332,                  3.069,                      0,                      0,                      0,                      0,                      0,                 503.41,                      0,             0.00091355,             0.00091355,             0.00091355
                     40,                 4.1538,                 3.3932,                 3.1229,                      0,                      0,                      0,                      0,                      0,                 503.41,                      0,             0.00090908,             0.00090908,             0.00090908
                     41,                 4.2186,                 3.3567,                 2.9662,                      0,                      0,                      0,                      0,                      0,                 501.54,                      0,             0.00090452,             0.00090452,             0.00090452
                     42,                  4.196,                 3.4599,                 3.1799,                      0,                      0,                      0,                      0,                      0,                 501.54,                      0,             0.00089985,             0.00089985,             0.00089985
                     43,                 4.1941,                 3.1952,                 2.9141,                      0,                      0,                      0,                      0,                      0,                 501.54,                      0,             0.00089509,             0.00089509,             0.00089509
                     44,                 4.3961,                 3.6569,                 3.3276,                      0,                      0,                      0,                      0,                      0,                 485.19,                      0,             0.00089023,             0.00089023,             0.00089023
                     45,                 4.4117,                 3.2657,                 3.0145,                      0,                      0,                      0,                      0,                      0,                 485.19,                      0,             0.00088527,             0.00088527,             0.00088527
                     46,                  4.364,                 3.2233,                 3.0263,                      0,                      0,                      0,                      0,                      0,                 485.19,                      0,             0.00088021,             0.00088021,             0.00088021
                     47,                 4.0302,                 3.2681,                 2.9779,                      0,                      0,                      0,                      0,                      0,                 467.92,                      0,             0.00087507,             0.00087507,             0.00087507
                     48,                 4.1754,                 3.0479,                 2.8787,                      0,                      0,                      0,                      0,                      0,                 467.92,                      0,             0.00086983,             0.00086983,             0.00086983
                     49,                 4.3579,                 3.2019,                 2.9977,                      0,                      0,                      0,                      0,                      0,                 474.05,                      0,              0.0008645,              0.0008645,              0.0008645
                     50,                 4.1339,                 3.0545,                 2.8812,                      0,                      0,                      0,                      0,                      0,                 474.05,                      0,             0.00085908,             0.00085908,             0.00085908
                     51,                 4.0886,                 3.2206,                 3.0191,                      0,                      0,                      0,                      0,                      0,                 474.05,                      0,             0.00085357,             0.00085357,             0.00085357
                     52,                 4.2421,                 3.3911,                 3.1054,                      0,                      0,                      0,                      0,                      0,                 485.74,                      0,             0.00084797,             0.00084797,             0.00084797
                     53,                 4.0286,                 3.1159,                 3.0023,                      0,                      0,                      0,                      0,                      0,                 485.74,                      0,             0.00084229,             0.00084229,             0.00084229
                     54,                 3.8986,                 3.0494,                 2.9207,                      0,                      0,                      0,                      0,                      0,                 485.74,                      0,             0.00083652,             0.00083652,             0.00083652
                     55,                 3.9695,                 3.1386,                  3.061,                      0,                      0,                      0,                      0,                      0,                 517.76,                      0,             0.00083067,             0.00083067,             0.00083067
                     56,                 3.7862,                 2.9651,                 2.9193,                      0,                      0,                      0,                      0,                      0,                 517.76,                      0,             0.00082474,             0.00082474,             0.00082474
                     57,                 3.9655,                 3.0847,                 2.9298,                      0,                      0,                      0,                      0,                      0,                 575.49,                      0,             0.00081873,             0.00081873,             0.00081873
                     58,                  4.029,                 2.8559,                 2.8056,                      0,                      0,                      0,                      0,                      0,                 575.49,                      0,             0.00081264,             0.00081264,             0.00081264
                     59,                  3.954,                 2.8081,                 2.7343,                      0,                      0,                      0,                      0,                      0,                 575.49,                      0,             0.00080647,             0.00080647,             0.00080647
                     60,                 3.8668,                 2.8424,                 2.8604,                      0,                      0,                      0,                      0,                      0,                 613.71,                      0,             0.00080023,             0.00080023,             0.00080023
                     61,                 3.7875,                 2.9261,                 2.9123,                      0,                      0,                      0,                      0,                      0,                 613.71,                      0,             0.00079391,             0.00079391,             0.00079391
                     62,                 3.7734,                 2.8699,                 2.8713,                      0,                      0,                      0,                      0,                      0,                 613.71,                      0,             0.00078752,             0.00078752,             0.00078752
                     63,                  3.851,                 2.7791,                  2.756,                      0,                      0,                      0,                      0,                      0,                 701.43,                      0,             0.00078106,             0.00078106,             0.00078106
                     64,                  3.697,                 2.7805,                 2.7939,                      0,                      0,                      0,                      0,                      0,                 701.43,                      0,             0.00077453,             0.00077453,             0.00077453
                     65,                 3.9979,                 3.1447,                 3.0397,                      0,                      0,                      0,                      0,                      0,                 734.86,                      0,             0.00076794,             0.00076794,             0.00076794
                     66,                 3.7599,                  2.698,                 2.7348,                      0,                      0,                      0,                      0,                      0,                 734.86,                      0,             0.00076127,             0.00076127,             0.00076127
                     67,                 3.7375,                 2.8526,                 2.8988,                      0,                      0,                      0,                      0,                      0,                 734.86,                      0,             0.00075455,             0.00075455,             0.00075455
                     68,                 3.6981,                 2.7954,                 2.8824,                      0,                      0,                      0,                      0,                      0,                 637.41,                      0,             0.00074775,             0.00074775,             0.00074775
                     69,                 3.9585,                 2.9015,                 2.8829,                      0,                      0,                      0,                      0,                      0,                 637.41,                      0,              0.0007409,              0.0007409,              0.0007409
                     70,                 3.9137,                 2.8346,                 2.7745,                      0,                      0,                      0,                      0,                      0,                 637.41,                      0,             0.00073399,             0.00073399,             0.00073399
                     71,                  3.777,                 2.7016,                  2.821,                      0,                      0,                      0,                      0,                      0,                 595.21,                      0,             0.00072702,             0.00072702,             0.00072702
                     72,                 3.5402,                 2.5672,                  2.681,                      0,                      0,                      0,                      0,                      0,                 595.21,                      0,                0.00072,                0.00072,                0.00072
                     73,                 3.9572,                 2.8299,                 2.8449,                      0,                      0,                      0,                      0,                      0,                 640.92,                      0,             0.00071292,             0.00071292,             0.00071292
                     74,                 3.8383,                 2.6807,                 2.7806,                      0,                      0,                      0,                      0,                      0,                 640.92,                      0,             0.00070579,             0.00070579,             0.00070579
                     75,                 3.7698,                 2.6154,                 2.7957,                      0,                      0,                      0,                      0,                      0,                 640.92,                      0,              0.0006986,              0.0006986,              0.0006986
                     76,                 3.7957,                 2.9011,                 3.0083,                      0,                      0,                      0,                      0,                      0,                 659.72,                      0,             0.00069137,             0.00069137,             0.00069137
                     77,                 3.7064,                 2.4715,                 2.6385,                      0,                      0,                      0,                      0,                      0,                 659.72,                      0,             0.00068409,             0.00068409,             0.00068409
                     78,                 3.5927,                 2.7429,                 2.8912,                      0,                      0,                      0,                      0,                      0,                 659.72,                      0,             0.00067677,             0.00067677,             0.00067677
                     79,                  3.819,                 2.6566,                  2.774,                      0,                      0,                      0,                      0,                      0,                 667.51,                      0,              0.0006694,              0.0006694,              0.0006694
                     80,                  3.638,                 2.7567,                  2.858,                      0,                      0,                      0,                      0,                      0,                 667.51,                      0,             0.00066199,             0.00066199,             0.00066199
                     81,                 3.6696,                 2.5879,                 2.7087,                      0,                      0,                      0,                      0,                      0,                 618.54,                      0,             0.00065454,             0.00065454,             0.00065454
                     82,                 3.5334,                 2.5614,                 2.7684,                      0,                      0,                      0,                      0,                      0,                 618.54,                      0,             0.00064706,             0.00064706,             0.00064706
                     83,                 3.6106,                 2.5455,                 2.7224,                      0,                      0,                      0,                      0,                      0,                 618.54,                      0,             0.00063953,             0.00063953,             0.00063953
                     84,                 3.5867,                 2.6491,                 2.7753,                      0,                      0,                      0,                      0,                      0,                  562.2,                      0,             0.00063197,             0.00063197,             0.00063197
                     85,                  3.705,                 2.4498,                    2.6,                      0,                      0,                      0,                      0,                      0,                  562.2,                      0,             0.00062438,             0.00062438,             0.00062438
                     86,                 3.6192,                 2.5852,                 2.7362,                      0,                      0,                      0,                      0,                      0,                  562.2,                      0,             0.00061676,             0.00061676,             0.00061676
                     87,                 3.6967,                 2.6063,                 2.7339,                      0,                      0,                      0,                      0,                      0,                 506.15,                      0,             0.00060911,             0.00060911,             0.00060911
                     88,                 3.7091,                 2.5362,                 2.7013,                      0,                      0,                      0,                      0,                      0,                 506.15,                      0,             0.00060143,             0.00060143,             0.00060143
                     89,                 3.6516,                  2.514,                 2.6794,                      0,                      0,                      0,                      0,                      0,                 450.46,                      0,             0.00059373,             0.00059373,             0.00059373
                     90,                 3.4263,                 2.5164,                 2.7146,                      0,                      0,                      0,                      0,                      0,                 450.46,                      0,             0.00058601,             0.00058601,             0.00058601
                     91,                 3.5821,                 2.6683,                 2.8256,                      0,                      0,                      0,                      0,                      0,                 450.46,                      0,             0.00057826,             0.00057826,             0.00057826
                     92,                 3.3515,                 2.2235,                 2.5548,                      0,                      0,                      0,                      0,                      0,                 475.69,                      0,             0.00057049,             0.00057049,             0.00057049
                     93,                 3.3621,                 2.3272,                 2.6737,                      0,                      0,                      0,                      0,                      0,                 475.69,                      0,             0.00056271,             0.00056271,             0.00056271
                     94,                  3.426,                  2.489,                 2.6956,                      0,                      0,                      0,                      0,                      0,                 475.69,                      0,             0.00055491,             0.00055491,             0.00055491
                     95,                  3.438,                 2.3863,                 2.6998,                      0,                      0,                      0,                      0,                      0,                 521.85,                      0,              0.0005471,              0.0005471,              0.0005471
                     96,                 3.4019,                 2.6692,                 2.8697,                      0,                      0,                      0,                      0,                      0,                 521.85,                      0,             0.00053928,             0.00053928,             0.00053928
                     97,                 3.4002,                 2.5129,                 2.7321,                      0,                      0,                      0,                      0,                      0,                  579.6,                      0,             0.00053144,             0.00053144,             0.00053144
                     98,                 3.2671,                 2.3087,                 2.6897,                      0,                      0,                      0,                      0,                      0,                  579.6,                      0,              0.0005236,              0.0005236,              0.0005236
                     99,                 3.4419,                 2.2783,                 2.5781,                      0,                      0,                      0,                      0,                      0,                  579.6,                      0,             0.00051575,             0.00051575,             0.00051575
                    100,                  3.625,                 2.4231,                 2.7069,                      0,                      0,                      0,                      0,                      0,                 592.53,                      0,              0.0005079,              0.0005079,              0.0005079
                    101,                 3.5273,                 2.4314,                  2.691,                      0,                      0,                      0,                      0,                      0,                 592.53,                      0,             0.00050005,             0.00050005,             0.00050005
                    102,                 3.3381,                 2.2633,                 2.6302,                      0,                      0,                      0,                      0,                      0,                 592.53,                      0,              0.0004922,              0.0004922,              0.0004922
                    103,                  3.449,                 2.3188,                 2.6103,                      0,                      0,                      0,                      0,                      0,                 643.16,                      0,             0.00048435,             0.00048435,             0.00048435
                    104,                 3.4548,                 2.3243,                 2.5995,                      0,                      0,                      0,                      0,                      0,                 643.16,                      0,              0.0004765,              0.0004765,              0.0004765
                    105,                 3.2719,                 2.1716,                 2.6456,                      0,                      0,                      0,                      0,                      0,                 683.46,                      0,             0.00046866,             0.00046866,             0.00046866
                    106,                 3.4577,                 2.2622,                 2.5638,                      0,                      0,                      0,                      0,                      0,                 683.46,                      0,             0.00046082,             0.00046082,             0.00046082
                    107,                 3.1451,                 2.0692,                 2.4361,                      0,                      0,                      0,                      0,                      0,                 683.46,                      0,               0.000453,               0.000453,               0.000453
                    108,                 3.3061,                 2.2499,                 2.6184,                      0,                      0,                      0,                      0,                      0,                 636.07,                      0,             0.00044519,             0.00044519,             0.00044519
                    109,                 3.3975,                 2.3825,                 2.6502,                      0,                      0,                      0,                      0,                      0,                 636.07,                      0,             0.00043739,             0.00043739,             0.00043739
                    110,                 3.2343,                 2.1884,                 2.6442,                      0,                      0,                      0,                      0,                      0,                 636.07,                      0,             0.00042961,             0.00042961,             0.00042961
                    111,                 3.3053,                 2.2263,                  2.578,                      0,                      0,                      0,                      0,                      0,                 606.44,                      0,             0.00042184,             0.00042184,             0.00042184
                    112,                 3.2653,                 2.1959,                 2.5614,                      0,                      0,                      0,                      0,                      0,                 606.44,                      0,             0.00041409,             0.00041409,             0.00041409
                    113,                 3.1307,                 2.3157,                 2.5852,                      0,                      0,                      0,                      0,                      0,                 592.45,                      0,             0.00040637,             0.00040637,             0.00040637
                    114,                 3.2238,                 2.1473,                 2.5631,                      0,                      0,                      0,                      0,                      0,                 592.45,                      0,             0.00039867,             0.00039867,             0.00039867
                    115,                 3.1205,                 2.0453,                 2.5126,                      0,                      0,                      0,                      0,                      0,                 592.45,                      0,             0.00039099,             0.00039099,             0.00039099
                    116,                 3.2095,                 2.1067,                 2.5231,                      0,                      0,                      0,                      0,                      0,                 543.05,                      0,             0.00038334,             0.00038334,             0.00038334
                    117,                 3.4471,                 2.2363,                 2.5895,                      0,                      0,                      0,                      0,                      0,                 543.05,                      0,             0.00037572,             0.00037572,             0.00037572
                    118,                  3.374,                   2.26,                 2.6037,                      0,                      0,                      0,                      0,                      0,                 543.05,                      0,             0.00036813,             0.00036813,             0.00036813
                    119,                 3.1708,                 2.0541,                 2.5209,                      0,                      0,                      0,                      0,                      0,                 492.96,                      0,             0.00036057,             0.00036057,             0.00036057
                    120,                 3.4219,                 2.3825,                 2.7445,                      0,                      0,                      0,                      0,                      0,                 492.96,                      0,             0.00035304,             0.00035304,             0.00035304
                    121,                 3.3353,                 2.2146,                 2.5956,                      0,                      0,                      0,                      0,                      0,                 452.82,                      0,             0.00034556,             0.00034556,             0.00034556
                    122,                 3.1095,                 2.0946,                 2.5271,                      0,                      0,                      0,                      0,                      0,                 452.82,                      0,             0.00033811,             0.00033811,             0.00033811
                    123,                 3.1728,                      2,                 2.4236,                      0,                      0,                      0,                      0,                      0,                 452.82,                      0,              0.0003307,              0.0003307,              0.0003307
                    124,                 3.1885,                 2.3081,                 2.7162,                      0,                      0,                      0,                      0,                      0,                 430.69,                      0,             0.00032333,             0.00032333,             0.00032333
                    125,                 3.1009,                 2.0549,                 2.4903,                      0,                      0,                      0,                      0,                      0,                 430.69,                      0,             0.00031601,             0.00031601,             0.00031601
                    126,                 2.7353,                 1.8309,                 2.3565,                      0,                      0,                      0,                      0,                      0,                 430.69,                      0,             0.00030873,             0.00030873,             0.00030873
                    127,                 3.1829,                 2.1001,                 2.5316,                      0,                      0,                      0,                      0,                      0,                 465.45,                      0,              0.0003015,              0.0003015,              0.0003015
                    128,                 3.0903,                  1.988,                 2.4846,                      0,                      0,                      0,                      0,                      0,                 465.45,                      0,             0.00029431,             0.00029431,             0.00029431
                    129,                 3.1098,                 2.0694,                 2.4793,                      0,                      0,                      0,                      0,                      0,                 476.64,                      0,             0.00028718,             0.00028718,             0.00028718
                    130,                 3.2548,                 2.2096,                 2.6334,                      0,                      0,                      0,                      0,                      0,                 476.64,                      0,              0.0002801,              0.0002801,              0.0002801
                    131,                 3.2738,                 2.1801,                   2.59,                      0,                      0,                      0,                      0,                      0,                 476.64,                      0,             0.00027308,             0.00027308,             0.00027308
                    132,                 2.8175,                  1.888,                 2.4327,                      0,                      0,                      0,                      0,                      0,                 460.22,                      0,             0.00026611,             0.00026611,             0.00026611
                    133,                 3.3272,                 2.2474,                 2.5508,                      0,                      0,                      0,                      0,                      0,                 460.22,                      0,              0.0002592,              0.0002592,              0.0002592
                    134,                 3.2278,                 2.1112,                 2.5178,                      0,                      0,                      0,                      0,                      0,                 460.22,                      0,             0.00025235,             0.00025235,             0.00025235
                    135,                 3.2594,                 2.0237,                 2.4668,                      0,                      0,                      0,                      0,                      0,                 443.35,                      0,             0.00024555,             0.00024555,             0.00024555
                    136,                 3.0633,                 1.9145,                 2.4347,                      0,                      0,                      0,                      0,                      0,                 443.35,                      0,             0.00023883,             0.00023883,             0.00023883
                    137,                 3.0539,                 2.0366,                 2.5467,                      0,                      0,                      0,                      0,                      0,                 454.02,                      0,             0.00023216,             0.00023216,             0.00023216
                    138,                 3.0131,                 1.9767,                 2.4985,                      0,                      0,                      0,                      0,                      0,                 454.02,                      0,             0.00022557,             0.00022557,             0.00022557
                    139,                  3.306,                 2.4351,                 2.6414,                      0,                      0,                      0,                      0,                      0,                 454.02,                      0,             0.00021904,             0.00021904,             0.00021904
                    140,                 3.2414,                 2.1331,                 2.5478,                      0,                      0,                      0,                      0,                      0,                 460.83,                      0,             0.00021258,             0.00021258,             0.00021258
                    141,                 2.9766,                  2.041,                 2.4955,                      0,                      0,                      0,                      0,                      0,                 460.83,                      0,             0.00020619,             0.00020619,             0.00020619
                    142,                 2.8597,                 1.8474,                 2.3507,                      0,                      0,                      0,                      0,                      0,                 460.83,                      0,             0.00019987,             0.00019987,             0.00019987
                    143,                 3.3976,                 2.5068,                  2.737,                      0,                      0,                      0,                      0,                      0,                 467.62,                      0,             0.00019363,             0.00019363,             0.00019363
                    144,                 2.7936,                  1.772,                 2.3341,                      0,                      0,                      0,                      0,                      0,                 467.62,                      0,             0.00018746,             0.00018746,             0.00018746
                    145,                 2.9575,                 1.9322,                 2.4654,                      0,                      0,                      0,                      0,                      0,                 472.77,                      0,             0.00018137,             0.00018137,             0.00018137
                    146,                 3.1601,                 2.1527,                 2.5663,                      0,                      0,                      0,                      0,                      0,                 472.77,                      0,             0.00017536,             0.00017536,             0.00017536
                    147,                 2.9068,                 1.7929,                 2.3387,                      0,                      0,                      0,                      0,                      0,                 472.77,                      0,             0.00016943,             0.00016943,             0.00016943
                    148,                 3.2288,                  2.154,                 2.5563,                      0,                      0,                      0,                      0,                      0,                 477.98,                      0,             0.00016358,             0.00016358,             0.00016358
                    149,                 2.9855,                 1.8456,                 2.3498,                      0,                      0,                      0,                      0,                      0,                 477.98,                      0,             0.00015781,             0.00015781,             0.00015781
                    150,                 2.8526,                  2.103,                 2.4769,                      0,                      0,                      0,                      0,                      0,                 477.98,                      0,             0.00015213,             0.00015213,             0.00015213
                    151,                 2.8319,                 1.8061,                 2.3739,                      0,                      0,                      0,                      0,                      0,                 487.91,                      0,             0.00014653,             0.00014653,             0.00014653
                    152,                 2.9359,                 1.8728,                 2.3832,                      0,                      0,                      0,                      0,                      0,                 487.91,                      0,             0.00014102,             0.00014102,             0.00014102
                    153,                 2.7403,                 1.7798,                 2.3523,                      0,                      0,                      0,                      0,                      0,                 495.55,                      0,              0.0001356,              0.0001356,              0.0001356
                    154,                 3.0258,                 2.0981,                 2.5932,                      0,                      0,                      0,                      0,                      0,                 495.55,                      0,             0.00013027,             0.00013027,             0.00013027
                    155,                 3.0197,                 2.0017,                 2.4851,                      0,                      0,                      0,                      0,                      0,                 495.55,                      0,             0.00012503,             0.00012503,             0.00012503
                    156,                 3.0489,                 2.0252,                 2.5284,                      0,                      0,                      0,                      0,                      0,                 488.76,                      0,             0.00011989,             0.00011989,             0.00011989
                    157,                 3.0798,                 2.0845,                 2.5826,                      0,                      0,                      0,                      0,                      0,                 488.76,                      0,             0.00011483,             0.00011483,             0.00011483
                    158,                 2.5548,                  1.525,                 2.1941,                      0,                      0,                      0,                      0,                      0,                 488.76,                      0,             0.00010987,             0.00010987,             0.00010987
                    159,                 2.8124,                  1.793,                 2.3895,                      0,                      0,                      0,                      0,                      0,                 464.94,                      0,             0.00010501,             0.00010501,             0.00010501
                    160,                 2.7928,                 1.7376,                 2.2804,                      0,                      0,                      0,                      0,                      0,                 464.94,                      0,             0.00010025,             0.00010025,             0.00010025
                    161,                 3.1239,                 2.0291,                 2.5122,                      0,                      0,                      0,                      0,                      0,                 469.89,                      0,             9.5582e-05,             9.5582e-05,             9.5582e-05
                    162,                 2.9691,                 1.9037,                 2.4021,                      0,                      0,                      0,                      0,                      0,                 469.89,                      0,             9.1016e-05,             9.1016e-05,             9.1016e-05
                    163,                 2.7002,                 1.7522,                  2.366,                      0,                      0,                      0,                      0,                      0,                 469.89,                      0,             8.6551e-05,             8.6551e-05,             8.6551e-05
                    164,                 2.9454,                 1.8366,                 2.3545,                      0,                      0,                      0,                      0,                      0,                 462.71,                      0,             8.2188e-05,             8.2188e-05,             8.2188e-05
                    165,                 3.2279,                 2.1588,                 2.5729,                      0,                      0,                      0,                      0,                      0,                 462.71,                      0,             7.7928e-05,             7.7928e-05,             7.7928e-05
                    166,                 2.7998,                 1.9094,                 2.4436,                      0,                      0,                      0,                      0,                      0,                 462.71,                      0,             7.3773e-05,             7.3773e-05,             7.3773e-05
                    167,                 3.0138,                 2.0229,                 2.4843,                      0,                      0,                      0,                      0,                      0,                 465.89,                      0,             6.9722e-05,             6.9722e-05,             6.9722e-05
                    168,                 2.8262,                 1.8562,                 2.4338,                      0,                      0,                      0,                      0,                      0,                 465.89,                      0,             6.5778e-05,             6.5778e-05,             6.5778e-05
                    169,                 2.9607,                 1.9471,                 2.4544,                      0,                      0,                      0,                      0,                      0,                 485.41,                      0,              6.194e-05,              6.194e-05,              6.194e-05
                    170,                 2.9557,                 1.8231,                 2.3197,                      0,                      0,                      0,                      0,                      0,                 485.41,                      0,             5.8211e-05,             5.8211e-05,             5.8211e-05
                    171,                 2.4721,                 1.6293,                  2.279,                      0,                      0,                      0,                      0,                      0,                 485.41,                      0,             5.4591e-05,             5.4591e-05,             5.4591e-05
                    172,                 2.6014,                 1.7409,                 2.3032,                      0,                      0,                      0,                      0,                      0,                 496.54,                      0,             5.1081e-05,             5.1081e-05,             5.1081e-05
                    173,                 2.8315,                 1.8605,                 2.4078,                      0,                      0,                      0,                      0,                      0,                 496.54,                      0,             4.7682e-05,             4.7682e-05,             4.7682e-05
                    174,                 2.8141,                 1.8486,                 2.4108,                      0,                      0,                      0,                      0,                      0,                 496.54,                      0,             4.4394e-05,             4.4394e-05,             4.4394e-05
                    175,                 3.0893,                 2.0967,                 2.5404,                      0,                      0,                      0,                      0,                      0,                 478.02,                      0,             4.1219e-05,             4.1219e-05,             4.1219e-05
                    176,                 2.6807,                 1.7681,                 2.3521,                      0,                      0,                      0,                      0,                      0,                 478.02,                      0,             3.8156e-05,             3.8156e-05,             3.8156e-05
                    177,                  3.012,                 1.9896,                 2.4764,                      0,                      0,                      0,                      0,                      0,                  488.1,                      0,             3.5208e-05,             3.5208e-05,             3.5208e-05
                    178,                 2.8598,                 1.9239,                 2.4897,                      0,                      0,                      0,                      0,                      0,                  488.1,                      0,             3.2375e-05,             3.2375e-05,             3.2375e-05
                    179,                 2.9937,                  2.078,                 2.5598,                      0,                      0,                      0,                      0,                      0,                  488.1,                      0,             2.9657e-05,             2.9657e-05,             2.9657e-05
                    180,                 3.0862,                 2.1361,                 2.5213,                      0,                      0,                      0,                      0,                      0,                 499.48,                      0,             2.7055e-05,             2.7055e-05,             2.7055e-05
